,param_clf__selected_model,params,mean_fit_time,std_fit_time,mean_test_ba,std_test_ba,rank_test_ba,mean_test_ap,std_test_ap,rank_test_ap,mean_test_ra,std_test_ra,rank_test_ra,mean_test_F1,std_test_F1,rank_test_F1
6,"('rf', {'max_depth': 45, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 155})","{'clf__selected_model': ('rf', {'max_depth': 45, 'max_features': 'auto', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 155})}",0.548400338490804,0.021557319341111714,0.61014245014245,0.09604960689330744,1,0.6398226016711568,0.11817958821026474,2,0.6208879392212726,0.11198286848722472,1,0.50244510849774,0.12494230126611151,2
4,"('rf', {'max_depth': 23, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 155})","{'clf__selected_model': ('rf', {'max_depth': 23, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 155})}",0.5509119669596354,0.018834358417551267,0.5974216524216523,0.07816450249680247,2,0.6216819945524796,0.13308870789891927,3,0.6100783475783476,0.1198099016717262,4,0.4825628510922629,0.09453887868146242,3
3,"('rf', {'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 65})","{'clf__selected_model': ('rf', {'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 65})}",0.25585621198018393,0.021513012592875,0.592891737891738,0.08840142288497353,3,0.6526040678861456,0.1089645633892985,1,0.6190811965811966,0.11547012867140155,2,0.5336866126151361,0.09658270343816956,1
7,"('rf', {'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 110})","{'clf__selected_model': ('rf', {'max_depth': 45, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 9, 'n_estimators': 110})}",0.399801508585612,0.02301210978263963,0.5887749287749288,0.09247122881226713,4,0.6199751719728501,0.12708867384968894,4,0.6134259259259259,0.13058818302668276,3,0.4751801071305715,0.11589145424496504,4
1,"('rf', {'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 20})","{'clf__selected_model': ('rf', {'max_depth': 23, 'max_features': 'auto', 'min_samples_leaf': 5, 'min_samples_split': 2, 'n_estimators': 20})}",0.0965727170308431,0.014783355294455139,0.533005698005698,0.08016870264991657,5,0.5639575172180952,0.11842453939962898,6,0.5723528015194682,0.11622266434348481,6,0.322159331896174,0.15836454633808048,5
0,"('rf', {'max_depth': 1, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 20})","{'clf__selected_model': ('rf', {'max_depth': 1, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 3, 'n_estimators': 20})}",0.08855730692545573,0.01523462842515905,0.4918091168091168,0.02489313691923261,6,0.509465989685632,0.08947562286256433,10,0.5278703703703703,0.08347111887307167,10,0.02051282051282051,0.07675194639536291,7
2,"('rf', {'max_depth': 1, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 65})","{'clf__selected_model': ('rf', {'max_depth': 1, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 6, 'n_estimators': 65})}",0.24813763300577799,0.02284816546705993,0.4897435897435898,0.02205724427446827,7,0.545216078523268,0.13379481099979668,7,0.558713200379867,0.12523800718187675,7,0.0,0.0,10
5,"('rf', {'max_depth': 45, 'max_features': 'auto', 'min_samples_leaf': 10, 'min_samples_split': 8, 'n_estimators': 110})","{'clf__selected_model': ('rf', {'max_depth': 45, 'max_features': 'auto', 'min_samples_leaf': 10, 'min_samples_split': 8, 'n_estimators': 110})}",0.38821551005045574,0.013574092520493658,0.48717948717948717,0.04098072980981429,8,0.5901846764283126,0.1260263595029961,5,0.599031339031339,0.12754948832546908,5,0.035555555555555556,0.0938609425864128,6
9,"('rf', {'max_depth': 1, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 155})","{'clf__selected_model': ('rf', {'max_depth': 1, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 3, 'n_estimators': 155})}",0.5304766813913981,0.0435582239952296,0.4776923076923077,0.04051444333004213,9,0.5367861147312473,0.12820815215840997,9,0.5535090218423551,0.12060554922548296,9,0.012121212121212121,0.04535342286998718,8
8,"('rf', {'max_depth': 1, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 110})","{'clf__selected_model': ('rf', {'max_depth': 1, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 110})}",0.38846112887064616,0.012690898081536325,0.47491452991453,0.036711516013259636,10,0.5449980846721474,0.12388549046164982,8,0.5536942070275404,0.11254757550785316,8,0.011111111111111112,0.04157397096415492,9
